Soil_Type,Soil_pH,Soil_Moisture,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Crop_Type,Recommended_Fertilizer
Silt,5.94,23.6,83,38,117,14.13,80.45,Sugarcane,DAP
Loamy,6.18,17.32,41,49,71,30.81,44.04,Rice,Urea
Silt,4.9,30.52,125,61,13,29.69,32.86,Wheat,MOP
Silt,4.67,13.76,96,69,71,10.04,84.41,Wheat,Compost
Clay,7.2,47.5,93,50,55,35.61,77.25,Potato,DAP
Silt,6.65,49.39,99,85,80,29.82,71.93,Potato,NPK
Sandy,6.28,38.71,146,82,30,15.87,35.24,Cotton,MOP
Clay,7.04,14.49,149,24,69,10.1,83.96,Rice,DAP
Clay,7.81,54.5,145,86,54,39.17,48.32,Maize,Zinc Sulphate
Clay,6.21,58.28,133,66,117,32.64,42.69,Sugarcane,DAP
Loamy,7.06,20.12,134,44,88,20.95,59.25,Wheat,DAP
Loamy,8.31,45.23,80,28,107,22.98,85.37,Wheat,DAP
Silt,7.86,52.1,24,30,31,26.17,89.67,Sugarcane,Urea
Clay,6.2,36.99,47,22,74,31.56,66.85,Maize,Urea
Clay,7.08,26.17,100,30,15,15.19,87.33,Maize,DAP
Sandy,5.21,33.93,34,35,74,15.87,57.2,Cotton,Urea
Silt,6.74,35.61,139,65,92,11.45,31.78,Sugarcane,Urea
Sandy,8.43,30.03,57,40,36,39.57,46.54,Potato,Urea
Silt,6.57,56.49,33,39,19,36.27,48.11,Maize,Urea
Silt,8.21,47.19,51,33,64,26.59,76.96,Maize,Urea
Loamy,6.13,22.07,63,39,87,22.91,37.45,Wheat,DAP
Loamy,8.5,39.28,111,35,43,17.12,40.49,Rice,DAP
Sandy,6.82,44.43,137,63,50,27.85,66.86,Sugarcane,Compost
Silt,4.67,17.01,135,85,41,30.72,37.84,Sugarcane,Compost
Clay,6.85,27.92,142,30,76,30.68,59.73,Wheat,DAP
Loamy,5.6,55.28,135,32,60,10.19,32.1,Tomato,DAP
Clay,4.63,38.36,121,37,119,31.06,70.13,Cotton,DAP
Sandy,7.78,20.85,23,88,89,35.99,84.5,Wheat,Urea
Loamy,5.6,16.14,134,32,48,13.45,82.49,Tomato,DAP
Loamy,7.69,35.91,78,68,106,32.66,34.42,Cotton,Zinc Sulphate
Silt,5.65,37.38,94,62,14,34.7,65.46,Tomato,MOP
Sandy,5.28,26.72,23,62,67,18.29,36.23,Rice,Urea
Silt,8.4,41.52,23,43,108,31.36,33.21,Wheat,Urea
Loamy,5.95,13.43,159,77,26,12.9,66.62,Sugarcane,MOP
Sandy,6.91,17.26,66,21,32,29.48,64.35,Tomato,DAP
Loamy,6.94,37.31,154,11,99,25.31,35.63,Maize,DAP
Sandy,6.74,13.09,159,34,55,35.5,51.59,Rice,DAP
Loamy,8.16,54.05,90,77,16,23.56,49.0,Wheat,MOP
Clay,7.2,17.11,73,53,114,22.84,50.55,Potato,DAP
Clay,6.11,43.7,82,43,71,38.01,49.99,Potato,DAP
Silt,7.95,29.56,75,15,16,38.03,79.48,Sugarcane,DAP
Clay,5.22,29.99,92,48,24,11.07,51.22,Sugarcane,MOP
Loamy,6.68,48.24,116,59,39,24.57,49.83,Tomato,MOP
Loamy,8.3,34.97,121,33,29,14.83,31.78,Potato,DAP
Clay,7.0,46.28,99,14,76,18.21,77.42,Sugarcane,DAP
Silt,7.77,35.26,50,63,95,29.98,69.59,Maize,Urea
Clay,7.11,39.65,34,63,63,13.88,50.49,Sugarcane,Urea
Sandy,7.86,48.04,149,19,59,10.34,57.11,Maize,DAP
Sandy,8.28,40.37,32,84,80,31.81,77.64,Wheat,Urea
Sandy,5.59,40.78,24,78,104,29.24,50.65,Tomato,Urea
Clay,5.18,49.46,51,15,58,37.08,58.4,Cotton,Urea
Clay,6.44,57.45,125,87,59,26.27,31.19,Rice,Compost
Clay,7.31,28.84,40,25,12,38.36,85.1,Rice,Urea
Sandy,5.41,38.86,60,69,116,28.28,52.27,Wheat,Compost
Silt,4.52,14.31,106,23,73,21.61,47.79,Wheat,DAP
Loamy,5.87,27.94,155,42,55,28.25,66.55,Sugarcane,SSP
Clay,8.38,30.6,55,78,90,32.48,61.6,Sugarcane,Urea
Silt,7.28,51.76,52,49,31,20.43,54.06,Wheat,Urea
Loamy,6.11,35.67,48,87,61,21.18,85.34,Rice,Urea
Loamy,5.27,46.55,114,49,46,28.9,51.78,Wheat,Compost
Loamy,5.92,10.95,76,18,69,23.67,89.9,Tomato,DAP
Silt,5.18,33.22,91,76,76,25.81,77.35,Sugarcane,Compost
Silt,4.93,55.07,109,83,57,39.46,84.2,Wheat,Compost
Sandy,8.13,21.22,133,57,39,11.31,46.97,Sugarcane,MOP
Silt,8.49,11.58,134,84,97,29.44,34.21,Rice,Zinc Sulphate
Silt,5.16,31.67,145,74,106,37.69,55.15,Tomato,Compost
Silt,4.72,45.22,143,19,52,17.09,48.8,Potato,DAP
Loamy,5.82,32.72,135,15,19,16.36,33.64,Tomato,DAP
Clay,6.35,33.0,122,81,80,20.89,34.29,Tomato,MOP
Sandy,5.32,43.49,21,71,89,12.22,40.46,Tomato,Urea
Clay,5.71,22.72,109,40,105,26.81,52.67,Cotton,Zinc Sulphate
Clay,5.3,47.59,37,15,11,29.36,86.11,Tomato,Urea
Silt,7.6,17.66,64,43,81,34.6,69.47,Rice,MOP
Sandy,7.35,29.79,34,76,88,11.99,53.9,Potato,Urea
Clay,7.04,42.8,154,71,76,23.09,77.96,Maize,NPK
Clay,6.05,51.42,59,21,93,33.53,64.11,Sugarcane,Urea
Sandy,8.14,49.58,36,47,107,33.05,55.05,Wheat,Urea
Silt,8.38,46.08,97,16,55,12.21,38.66,Wheat,DAP
Clay,5.19,27.95,124,73,50,10.34,85.62,Sugarcane,Compost
Loamy,5.39,16.12,101,86,13,33.5,67.43,Maize,MOP
Clay,6.6,20.84,105,13,96,14.14,56.36,Sugarcane,DAP
Loamy,4.87,53.24,99,30,17,27.33,56.3,Wheat,DAP
Silt,6.25,52.87,68,87,19,12.83,75.9,Cotton,MOP
Clay,6.83,57.58,68,45,111,18.87,40.77,Maize,NPK
Sandy,6.59,13.8,62,16,14,14.74,55.05,Wheat,DAP
Sandy,5.82,36.84,89,86,83,32.09,33.78,Tomato,Compost
Clay,6.67,42.43,90,44,99,30.18,34.8,Tomato,NPK
Silt,8.34,45.53,28,58,89,14.06,61.58,Rice,Urea
Silt,5.32,42.19,109,20,68,11.78,52.85,Tomato,DAP
Sandy,7.12,48.5,21,33,67,23.99,73.17,Maize,Urea
Clay,4.67,27.97,22,31,32,15.87,89.2,Sugarcane,Urea
Silt,4.77,18.97,28,52,70,10.24,81.57,Tomato,Urea
Sandy,6.71,20.23,31,60,26,17.93,56.51,Rice,Urea
Loamy,4.92,10.6,123,58,37,16.46,52.67,Potato,MOP
Clay,4.59,27.52,75,31,27,30.55,65.1,Potato,DAP
Loamy,5.19,14.59,124,88,61,35.83,35.5,Cotton,Compost
Loamy,6.76,26.07,82,27,67,17.13,89.26,Cotton,DAP
Silt,7.31,41.41,65,53,50,16.69,88.86,Sugarcane,Urea
Silt,5.31,54.72,79,41,84,21.63,85.38,Tomato,Compost
Silt,7.17,51.98,51,67,107,15.18,69.73,Potato,Urea
Clay,5.23,22.63,110,65,119,38.4,60.19,Potato,Compost
Loamy,6.95,16.7,80,83,88,17.31,72.4,Tomato,Compost
Clay,6.15,19.65,113,18,10,12.8,48.86,Tomato,DAP
Silt,7.12,58.55,151,72,106,26.71,81.13,Sugarcane,NPK
Loamy,8.48,37.47,149,13,82,26.13,38.08,Rice,DAP
Clay,8.25,19.13,74,47,117,28.96,78.21,Wheat,Zinc Sulphate
Clay,4.52,52.04,60,51,26,39.0,82.05,Tomato,MOP
Sandy,8.04,29.76,158,16,88,19.7,40.21,Maize,DAP
Clay,4.77,54.96,34,51,13,20.79,58.71,Maize,Urea
Silt,8.31,23.03,120,69,110,20.11,83.5,Rice,Zinc Sulphate
Clay,5.63,29.66,86,29,55,28.86,87.56,Sugarcane,DAP
Loamy,6.03,35.25,131,72,79,28.12,78.68,Sugarcane,Compost
Clay,4.87,54.63,76,30,15,25.86,86.45,Wheat,DAP
Sandy,4.95,53.44,52,14,92,20.93,86.22,Cotton,Urea
Loamy,7.41,38.72,84,39,32,22.83,88.78,Tomato,DAP
Loamy,8.28,21.09,20,72,103,33.78,54.8,Cotton,Urea
Sandy,6.94,30.17,150,68,10,28.28,47.22,Rice,MOP
Silt,7.36,58.78,28,47,82,31.49,67.98,Tomato,Urea
Loamy,7.55,40.39,51,45,70,18.3,41.33,Rice,Urea
Silt,5.55,49.05,96,47,31,37.34,63.42,Cotton,MOP
Loamy,4.68,32.49,64,32,74,11.05,64.76,Tomato,DAP
Loamy,4.51,36.6,114,32,66,27.87,78.39,Potato,DAP
Silt,5.9,31.45,40,67,45,34.37,51.71,Wheat,Urea
Loamy,5.47,45.15,42,57,34,35.99,66.11,Wheat,Urea
Silt,4.75,52.57,136,15,25,19.59,84.2,Rice,DAP
Sandy,5.22,35.37,123,55,35,23.79,55.31,Maize,MOP
Silt,5.0,34.04,49,24,101,11.05,64.3,Maize,Urea
Sandy,8.16,27.01,134,10,14,33.69,77.24,Cotton,DAP
Loamy,5.06,18.85,88,83,31,13.74,44.98,Sugarcane,MOP
Silt,6.65,56.96,93,42,23,22.84,36.2,Tomato,MOP
Loamy,6.87,25.8,83,33,82,39.72,70.91,Sugarcane,DAP
Silt,6.67,50.03,58,79,87,37.53,52.23,Maize,Urea
Sandy,4.9,45.77,74,23,89,19.9,52.9,Wheat,DAP
Sandy,5.78,49.55,26,79,103,16.72,85.81,Cotton,Urea
Silt,4.71,56.84,58,47,105,17.55,54.47,Tomato,Urea
Sandy,6.08,41.17,123,20,79,30.54,87.22,Tomato,DAP
Loamy,5.25,54.9,115,72,26,31.77,36.38,Tomato,MOP
Loamy,6.75,18.38,53,41,10,16.49,50.58,Rice,Urea
Clay,7.27,41.34,54,38,27,17.2,71.58,Tomato,Urea
Sandy,6.63,48.61,134,39,84,19.7,37.56,Sugarcane,DAP
Loamy,6.24,23.58,24,38,20,23.0,53.22,Maize,Urea
Silt,6.05,47.04,75,20,101,37.52,81.1,Tomato,DAP
Sandy,7.87,48.92,102,58,21,10.8,75.71,Sugarcane,MOP
Loamy,5.38,51.56,26,87,43,29.15,46.93,Potato,Urea
Sandy,7.44,25.64,72,73,89,35.85,51.39,Wheat,Urea
Silt,7.53,44.08,125,47,83,31.7,60.3,Wheat,NPK
Loamy,6.18,25.21,61,69,119,16.5,73.88,Sugarcane,DAP
Clay,5.69,46.95,37,77,112,24.3,39.11,Wheat,Urea
Clay,6.38,33.15,25,16,17,37.31,61.66,Rice,Urea
Sandy,4.87,39.88,151,83,99,13.47,34.4,Rice,Compost
Silt,4.68,30.79,116,16,115,39.63,53.87,Maize,DAP
Loamy,4.95,18.1,72,14,51,14.31,41.46,Cotton,DAP
Silt,5.25,18.9,40,77,115,14.27,48.54,Wheat,Urea
Loamy,6.52,13.88,118,56,23,34.39,49.89,Potato,MOP
Sandy,7.9,40.9,103,45,60,34.85,76.21,Cotton,Zinc Sulphate
Loamy,5.44,52.43,150,24,18,11.14,45.91,Tomato,DAP
Silt,8.24,11.04,39,48,92,15.05,69.83,Sugarcane,Urea
Silt,8.32,13.31,23,47,107,38.46,62.0,Tomato,Urea
Sandy,8.34,32.87,94,45,47,18.38,78.25,Maize,Zinc Sulphate
Silt,7.85,46.89,34,11,38,10.37,49.29,Wheat,Urea
Loamy,5.96,17.89,76,24,38,17.62,89.68,Potato,DAP
Sandy,4.79,23.58,46,64,37,32.06,47.75,Rice,Urea
Loamy,6.78,21.6,39,86,97,37.49,64.77,Sugarcane,Urea
Silt,6.73,29.95,127,69,101,14.65,67.93,Tomato,MOP
Sandy,7.9,21.25,98,34,115,16.73,62.29,Tomato,DAP
Loamy,8.48,27.63,153,23,117,23.25,81.53,Rice,DAP
Silt,6.53,46.43,37,18,85,32.45,36.78,Sugarcane,Urea
Silt,5.88,40.55,105,58,92,29.76,65.84,Potato,Zinc Sulphate
Clay,5.24,14.06,68,44,15,19.83,60.38,Potato,MOP
Silt,4.52,41.89,30,14,11,11.99,55.03,Tomato,Urea
Loamy,6.54,33.85,54,87,62,17.59,50.77,Rice,Urea
Sandy,6.72,56.73,74,26,112,16.59,39.17,Potato,DAP
Clay,7.8,24.47,114,78,40,10.63,69.0,Rice,MOP
Silt,6.52,46.31,47,86,46,39.25,37.06,Maize,Urea
Silt,8.17,46.54,107,63,65,17.66,79.76,Maize,Zinc Sulphate
Silt,7.01,21.08,128,56,102,35.1,56.86,Wheat,SSP
Loamy,7.86,55.16,43,58,49,24.55,66.33,Rice,Urea
Clay,5.09,34.56,135,83,21,39.17,34.67,Cotton,MOP
Loamy,7.92,43.94,35,71,64,14.49,35.6,Sugarcane,Urea
Clay,7.2,17.29,131,32,106,13.32,44.15,Potato,DAP
Sandy,5.18,22.89,92,25,66,10.07,76.78,Wheat,DAP
Loamy,5.26,39.31,69,16,54,31.55,59.15,Tomato,DAP
Loamy,8.21,25.95,130,52,34,19.19,48.65,Maize,MOP
Sandy,4.63,34.98,32,87,51,36.11,80.97,Sugarcane,Urea
Clay,6.35,28.7,90,53,27,29.01,41.51,Sugarcane,MOP
Silt,5.75,42.03,54,18,39,27.32,45.57,Potato,Urea
Sandy,7.16,34.36,43,80,27,24.61,76.6,Tomato,Urea
Silt,7.86,10.23,58,87,16,17.75,31.62,Maize,Urea
Silt,5.94,42.48,145,89,88,11.94,43.22,Wheat,NPK
Sandy,6.21,31.11,24,69,39,23.31,61.28,Cotton,Urea
Clay,8.43,27.08,95,19,14,12.97,84.9,Cotton,DAP
Silt,7.64,14.71,123,14,78,37.17,45.95,Maize,DAP
Sandy,8.09,21.02,153,60,42,34.88,42.79,Sugarcane,Zinc Sulphate
Loamy,6.26,21.19,101,16,15,28.59,88.49,Maize,DAP
Loamy,5.44,56.77,26,31,57,23.57,61.47,Sugarcane,Urea
Loamy,6.15,31.63,34,33,113,23.63,33.75,Rice,Urea
Sandy,7.36,12.1,92,51,13,23.94,46.59,Tomato,MOP
Loamy,4.94,16.94,39,31,22,32.36,62.02,Potato,Urea
Silt,5.58,13.95,78,44,115,13.79,34.32,Sugarcane,NPK
Loamy,4.69,39.44,23,64,35,25.94,71.55,Rice,Urea
Loamy,6.23,19.33,125,12,58,34.38,61.35,Sugarcane,DAP
Silt,7.81,34.93,59,80,29,25.3,72.58,Rice,Urea
Loamy,4.6,28.5,84,28,41,10.41,50.5,Potato,DAP
Silt,7.2,50.19,54,51,105,17.34,55.2,Wheat,Urea
Loamy,8.23,26.02,63,55,110,30.06,85.69,Tomato,Zinc Sulphate
Silt,5.45,32.91,26,81,117,38.03,42.64,Cotton,Urea
Loamy,7.27,46.06,42,29,74,36.81,32.37,Rice,Urea
Silt,8.4,31.67,84,42,98,34.68,88.93,Sugarcane,Zinc Sulphate
Sandy,8.35,49.66,107,15,98,38.5,30.45,Rice,DAP
Silt,5.44,43.08,39,24,62,18.4,83.29,Sugarcane,Urea
Loamy,4.9,30.53,51,78,74,10.37,79.56,Cotton,Urea
Loamy,5.09,35.2,116,87,12,20.63,59.26,Wheat,MOP
Clay,7.31,58.36,116,82,112,27.31,72.32,Rice,NPK
Silt,7.4,43.08,88,40,30,19.49,36.3,Sugarcane,MOP
Sandy,7.2,55.25,101,15,52,11.33,75.82,Tomato,DAP
Silt,5.84,18.94,28,10,34,25.22,77.03,Cotton,Urea
Silt,5.18,34.16,61,28,94,15.99,33.08,Potato,DAP
Sandy,6.82,55.43,146,24,76,31.83,59.83,Maize,DAP
Silt,6.43,26.13,129,43,113,12.68,86.89,Potato,SSP
Sandy,7.42,58.38,151,73,102,38.74,87.07,Maize,SSP
Sandy,6.27,14.85,91,58,44,36.3,89.07,Rice,NPK
Silt,5.85,55.13,91,84,95,36.22,69.4,Potato,NPK
Silt,5.67,32.26,143,55,32,33.7,38.47,Potato,MOP
Loamy,5.35,13.69,42,60,22,29.01,54.77,Potato,Urea
Loamy,5.56,53.98,126,82,107,11.6,73.62,Cotton,DAP
Clay,4.88,22.6,117,20,32,29.87,47.03,Potato,DAP
Clay,5.89,11.11,70,13,72,32.41,78.61,Rice,DAP
Silt,4.65,16.79,142,50,108,13.92,81.68,Sugarcane,Compost
Sandy,5.25,42.96,69,73,92,28.47,75.81,Sugarcane,Compost
Clay,7.49,58.89,102,10,24,24.37,50.53,Maize,DAP
Silt,5.8,15.57,44,18,88,24.17,74.49,Sugarcane,Urea
Clay,7.17,33.1,58,48,35,15.98,34.34,Potato,Urea
Sandy,7.37,19.03,87,74,112,32.18,50.11,Sugarcane,Zinc Sulphate
Silt,6.82,47.25,91,26,76,37.75,75.94,Rice,DAP
Sandy,8.33,15.9,138,76,90,33.63,77.69,Maize,Zinc Sulphate
Silt,4.59,21.99,125,10,103,21.07,49.13,Wheat,DAP
Clay,7.45,19.82,32,33,70,39.53,87.62,Tomato,Urea
Loamy,8.34,37.63,55,86,37,20.93,46.4,Sugarcane,Urea
Clay,7.95,53.66,139,29,43,17.03,69.6,Maize,DAP
Clay,5.17,35.55,128,73,25,39.04,82.74,Tomato,MOP
Loamy,5.81,12.91,143,29,52,33.69,63.08,Potato,DAP
Loamy,5.19,38.17,38,85,114,32.84,54.75,Wheat,Urea
Silt,6.91,49.88,56,49,20,12.32,42.68,Wheat,Urea
Silt,7.35,16.61,120,39,33,15.76,41.79,Potato,DAP
Sandy,5.77,13.64,104,32,96,10.56,39.54,Maize,DAP
Sandy,6.66,19.39,58,32,34,33.3,56.58,Rice,Urea
Clay,7.26,47.3,61,65,110,18.35,62.88,Maize,MOP
Loamy,6.19,39.58,72,56,86,13.97,80.34,Wheat,Compost
Sandy,7.92,37.03,69,26,28,15.46,43.04,Wheat,DAP
Clay,7.59,22.47,124,11,118,29.23,75.31,Wheat,DAP
Loamy,4.76,26.61,126,42,43,22.99,71.65,Potato,Compost
Silt,6.98,58.29,149,24,75,38.24,68.07,Maize,DAP
Clay,5.44,22.03,37,41,81,20.98,50.36,Tomato,Urea
Silt,6.73,55.08,79,43,14,35.02,49.08,Sugarcane,MOP
Sandy,8.33,39.03,135,69,84,26.39,75.54,Wheat,Zinc Sulphate
Sandy,8.02,16.16,137,40,75,31.16,46.47,Maize,Zinc Sulphate
Loamy,6.12,33.37,49,24,111,15.06,49.78,Rice,Urea
Clay,5.67,57.43,48,29,63,32.47,87.91,Sugarcane,Urea
Silt,5.44,30.93,38,40,105,12.57,89.91,Cotton,Urea
Loamy,6.63,53.17,109,11,33,30.73,30.1,Rice,DAP
Sandy,4.96,22.82,129,22,85,23.97,71.21,Sugarcane,DAP
Sandy,6.7,38.55,77,25,111,16.86,62.13,Potato,DAP
Clay,4.51,52.19,135,24,89,24.41,57.61,Rice,DAP
Silt,5.8,56.03,59,34,60,35.67,46.54,Cotton,Urea
Clay,5.38,34.29,28,85,33,14.64,60.43,Wheat,Urea
Silt,8.38,41.98,140,37,59,15.09,57.39,Rice,DAP
Silt,7.41,10.15,129,21,114,26.02,54.08,Rice,DAP
Clay,5.9,22.66,127,85,63,28.76,80.99,Tomato,Urea
Loamy,4.87,23.94,97,63,26,22.61,46.24,Potato,MOP
Clay,6.57,14.67,114,67,105,17.99,65.85,Potato,NPK
Clay,5.35,23.98,53,25,93,12.02,81.85,Sugarcane,Urea
Sandy,6.65,26.06,81,71,44,11.49,88.74,Potato,Urea
Sandy,7.84,58.44,93,83,39,11.22,66.17,Maize,MOP
Clay,6.96,43.43,76,19,56,37.04,61.2,Sugarcane,DAP
Clay,7.04,31.3,122,75,51,13.94,80.43,Maize,MOP
Sandy,6.66,59.4,73,61,31,18.85,41.31,Cotton,MOP
Silt,8.21,17.66,39,39,40,39.58,67.8,Sugarcane,Urea
Clay,8.23,33.8,128,25,60,37.82,33.85,Potato,DAP
Loamy,6.55,42.35,36,19,46,11.29,69.6,Rice,Urea
Loamy,5.72,12.78,61,24,97,26.54,77.75,Cotton,DAP
Loamy,6.34,45.85,40,35,97,29.0,33.78,Sugarcane,Urea
Clay,5.25,14.99,130,70,22,11.62,80.91,Wheat,MOP
Silt,7.05,17.01,67,24,98,31.84,37.4,Cotton,DAP
Silt,6.5,17.98,78,15,40,39.64,40.55,Tomato,DAP
Sandy,4.91,56.44,147,10,109,22.88,80.18,Wheat,DAP
Clay,5.29,44.16,131,44,23,23.48,37.48,Sugarcane,MOP
Silt,6.42,42.77,71,10,93,29.78,70.43,Sugarcane,DAP
Clay,8.05,37.77,36,47,48,32.1,47.69,Sugarcane,Urea
Sandy,6.77,24.64,57,89,101,33.69,44.9,Maize,Urea
Sandy,7.23,41.04,148,50,98,12.33,69.01,Cotton,Zinc Sulphate
Sandy,5.86,30.51,94,21,47,34.02,36.41,Cotton,DAP
Loamy,6.79,17.27,114,73,116,35.92,64.48,Potato,NPK
Clay,6.29,44.48,63,19,84,11.36,85.47,Wheat,DAP
Sandy,7.14,16.48,107,36,27,11.17,81.08,Potato,DAP
Clay,4.7,19.53,39,48,48,26.53,81.07,Potato,Urea
Loamy,6.47,50.88,88,80,92,24.9,48.18,Wheat,NPK
Loamy,5.68,43.01,68,79,76,39.4,72.08,Potato,SSP
Sandy,5.8,41.55,125,54,50,18.83,76.81,Wheat,Urea
Sandy,8.34,30.91,90,20,55,27.71,84.08,Cotton,DAP
Silt,5.23,29.81,37,33,58,25.2,45.85,Potato,Urea
Clay,5.74,44.51,121,66,36,26.07,75.65,Wheat,MOP
Sandy,6.54,47.0,114,49,32,29.79,43.94,Rice,MOP
Silt,7.95,35.51,28,46,44,26.13,31.67,Potato,Urea
Clay,6.17,58.46,85,12,111,10.21,58.91,Sugarcane,DAP
Sandy,7.48,57.78,79,77,116,35.31,75.95,Potato,Compost
Silt,7.93,30.62,127,77,22,16.03,42.86,Wheat,MOP
Silt,5.74,51.03,56,10,35,16.93,32.92,Rice,Urea
Clay,6.07,37.16,48,88,87,29.44,52.43,Wheat,Urea
Silt,5.93,35.59,82,54,44,24.33,42.17,Tomato,MOP
Clay,7.83,12.75,34,40,50,27.23,52.93,Potato,Urea
Clay,4.68,38.7,28,46,15,24.92,85.25,Sugarcane,Urea
Clay,5.73,55.03,99,78,116,22.54,74.63,Rice,DAP
Loamy,7.22,49.01,85,52,81,24.5,52.38,Sugarcane,Urea
Silt,6.76,49.32,20,13,61,14.23,49.5,Potato,Urea
Clay,6.25,18.0,140,80,113,39.08,85.27,Tomato,NPK
Sandy,6.66,27.92,28,38,62,27.24,83.33,Maize,Urea
Loamy,5.29,21.66,76,20,88,18.6,66.25,Potato,DAP
Loamy,6.22,25.8,140,42,17,31.39,51.46,Sugarcane,MOP
Silt,6.51,38.98,21,62,118,36.4,77.54,Cotton,Urea
Clay,8.1,28.24,20,26,56,18.89,69.82,Sugarcane,Urea
Silt,5.54,38.03,93,21,89,19.74,63.88,Maize,DAP
Loamy,7.97,31.93,73,10,102,23.16,74.31,Wheat,DAP
Clay,7.08,24.33,38,65,73,16.52,38.07,Tomato,Urea
Sandy,4.58,14.77,37,32,43,34.29,85.81,Cotton,Urea
Clay,7.4,54.59,43,16,38,27.53,88.38,Potato,Urea
Loamy,4.64,10.57,146,87,44,11.71,51.27,Maize,Compost
Sandy,8.49,10.08,71,50,57,39.9,86.81,Sugarcane,Zinc Sulphate
Clay,7.99,51.34,39,62,83,27.25,77.75,Maize,Urea
Sandy,5.69,59.84,158,16,74,36.7,86.46,Wheat,DAP
Sandy,5.53,46.36,92,87,78,25.05,85.05,Cotton,NPK
Loamy,6.03,10.76,35,75,76,27.47,42.05,Rice,Urea
Sandy,5.92,21.33,25,83,112,23.63,45.6,Maize,Urea
Silt,5.99,58.59,44,62,23,22.68,45.64,Tomato,Urea
Loamy,5.77,50.43,82,14,55,16.55,35.66,Tomato,DAP
Silt,6.98,38.34,34,45,36,38.86,53.86,Potato,Urea
Sandy,5.16,21.84,73,53,55,15.45,51.76,Potato,Compost
Silt,7.88,10.72,147,20,38,25.79,50.64,Maize,DAP
Clay,7.75,11.04,33,73,10,12.61,50.94,Tomato,Urea
Sandy,6.41,40.6,53,30,91,39.8,33.72,Tomato,Urea
Clay,7.91,11.09,149,13,12,26.67,41.16,Sugarcane,DAP
Silt,5.49,59.68,39,44,35,34.44,47.75,Cotton,Urea
Clay,4.57,19.17,125,44,30,26.89,83.34,Rice,MOP
Sandy,6.98,45.54,35,44,33,34.15,85.59,Maize,Urea
Clay,6.33,17.75,122,48,54,26.03,47.11,Rice,Zinc Sulphate
Silt,6.77,37.0,70,42,93,23.35,71.65,Rice,NPK
Silt,8.1,14.03,150,86,38,23.68,81.04,Wheat,MOP
Silt,8.38,48.34,96,77,27,10.07,60.37,Sugarcane,MOP
Sandy,7.04,39.25,147,53,12,21.12,75.33,Tomato,MOP
Silt,7.56,14.31,140,60,60,38.56,88.55,Rice,Urea
Sandy,4.84,52.43,65,47,106,30.27,39.73,Sugarcane,Compost
Clay,5.14,37.35,59,51,27,37.58,34.23,Wheat,Urea
Silt,7.43,56.08,48,54,46,16.01,68.4,Rice,Urea
Clay,6.23,55.83,112,39,72,24.73,60.51,Sugarcane,DAP
Loamy,6.28,56.03,88,44,94,11.03,47.8,Tomato,DAP
Clay,5.73,13.89,104,37,117,30.31,85.0,Cotton,DAP
Loamy,6.93,16.05,85,50,28,33.52,80.75,Sugarcane,MOP
Clay,5.24,59.39,94,54,32,32.43,45.86,Cotton,MOP
Sandy,7.01,34.38,154,57,93,12.6,76.45,Wheat,MOP
Clay,5.2,21.91,53,64,64,17.43,79.7,Wheat,Urea
Sandy,4.76,48.48,121,17,33,29.67,49.52,Potato,DAP
Sandy,5.82,23.21,124,35,92,32.77,35.95,Cotton,DAP
Silt,5.42,46.36,132,38,35,18.23,81.03,Maize,DAP
Sandy,8.06,51.86,70,64,106,22.19,35.81,Rice,Zinc Sulphate
Loamy,4.72,49.21,89,75,105,20.54,58.72,Rice,Compost
Silt,5.21,23.7,85,79,63,10.14,41.66,Cotton,Compost
Silt,6.69,30.08,115,57,108,27.3,85.65,Rice,NPK
Clay,6.42,30.66,77,89,98,30.07,36.43,Wheat,SSP
Sandy,4.68,34.56,139,16,42,18.29,37.01,Potato,DAP
Sandy,4.53,18.37,130,84,97,30.63,72.1,Potato,Compost
Loamy,8.45,32.62,80,89,66,17.28,42.33,Maize,Zinc Sulphate
Clay,7.14,35.54,60,15,18,31.47,37.94,Cotton,DAP
Clay,5.96,36.59,69,46,110,23.72,40.09,Wheat,Urea
Silt,6.38,51.0,109,18,73,36.16,65.75,Wheat,DAP
Silt,5.57,35.87,109,12,110,26.34,43.36,Tomato,DAP
Silt,5.88,21.54,88,62,84,15.54,52.63,Tomato,DAP
Loamy,7.1,43.16,140,17,94,34.66,80.98,Cotton,DAP
Loamy,8.03,49.87,100,49,68,33.33,40.54,Cotton,Zinc Sulphate
Silt,5.24,25.97,45,26,90,12.53,79.58,Tomato,Urea
Clay,7.86,42.27,126,79,25,11.44,76.52,Sugarcane,MOP
Loamy,4.99,17.35,107,56,14,14.09,79.87,Wheat,MOP
Clay,5.36,27.1,124,20,53,35.36,50.82,Rice,DAP
Clay,4.65,55.46,92,19,55,19.61,58.34,Potato,DAP
Sandy,5.06,55.57,135,70,19,25.14,72.42,Maize,MOP
Silt,8.17,38.77,151,11,86,28.09,32.25,Sugarcane,DAP
Sandy,6.34,45.12,20,38,67,32.3,69.83,Wheat,Urea
Silt,4.81,52.7,153,79,79,34.9,37.21,Tomato,Compost
Silt,8.34,57.93,48,60,110,25.48,47.28,Cotton,Urea
Clay,8.02,34.49,150,82,73,22.47,78.59,Potato,Zinc Sulphate
Silt,7.52,38.08,147,75,89,15.88,68.12,Maize,SSP
